Flower Name,MRP (₹),Qty Sold (kg),Weather,Customer Segment,Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score
Gerbera,135,103,Rainy,Temple,13905,2781.0,242,5,6.0
Lily,157,52,Windy,Luxury Events,8164,1632.8000000000002,280,6,
Chrysanthemum,154,52,Windy,Luxury Events,8008,1601.6000000000001,269,6,
Rose,135,179,Windy,Special Events,24165,4833.0,281,6,8.0
Zinnia,119,197,Sunny,Marriage,23443,4688.6,277,10,
Jasmine,82,72,Cloudy,Weddings,5904,1180.8,293,7,
Dahlia,175,90,Windy,Temple,15750,3150.0,300,6,6.0
Jasmine,132,95,Windy,Special Events,12540,2508.0,293,6,8.0
Poppy,235,10,Cloudy,Marriage,2350,470.0,284,7,
Chrysanthemum,172,38,Windy,Corporate Events,6536,1307.2,269,6,7.0
Daisy,149,170,Windy,Temple,25330,5066.0,285,6,6.0
Calla Lily,271,123,Sunny,Corporate Events,33333,6666.6,298,10,7.0
Marigold,138,259,Rainy,Special Events,35742,7148.400000000001,284,5,8.0
Jasmine,135,58,Rainy,Corporate Events,7830,1566.0,293,5,7.0
Rose,132,213,Cloudy,Festivals,28116,5623.200000000001,281,7,
Jasmine,117,133,Sunny,Temple,15561,3112.2000000000003,293,10,6.0
Tulip,234,10,Windy,Daily Consumers,2340,468.0,257,6,
Gerbera,104,197,Cloudy,Corporate Events,20488,4097.6,242,7,7.0
Tulip,275,10,Sunny,Marriage,2750,550.0,257,10,
Hibiscus,65,236,Windy,Special Events,15340,3068.0,273,6,8.0
Daisy,87,141,Rainy,Festivals,12267,2453.4,285,5,
Hibiscus,108,232,Sunny,High-End Customers,25056,5011.200000000001,273,10,9.0
Gerbera,88,135,Sunny,Marriage,11880,2376.0,242,10,
Orchid,285,10,Rainy,Temple,2850,570.0,289,5,6.0
Zinnia,109,142,Cloudy,Temple,15478,3095.6000000000004,277,7,6.0
Rose,134,150,Cloudy,Daily Consumers,20100,4020.0,281,7,
Rose,119,169,Rainy,Luxury Events,20111,4022.2000000000003,281,5,
Sunflower,148,192,Windy,Weddings,28416,5683.200000000001,257,6,
Carnation,145,137,Rainy,Corporate Events,19865,3973.0,283,5,7.0
Dahlia,184,10,Cloudy,Daily Consumers,1840,368.0,300,7,
Zinnia,94,183,Rainy,Marriage,17202,3440.4,277,5,
Carnation,199,179,Sunny,Festivals,35621,7124.200000000001,283,10,
Hibiscus,123,223,Windy,Temple,27429,5485.8,273,6,6.0
Chrysanthemum,147,76,Windy,Daily Consumers,11172,2234.4,269,6,
Dahlia,188,106,Rainy,High-End Customers,19928,3985.6000000000004,300,5,9.0
Geranium,123,146,Sunny,Special Events,17958,3591.6000000000004,264,10,8.0
Calla Lily,277,95,Sunny,Marriage,26315,5263.0,298,10,
Marigold,156,155,Windy,Festivals,24180,4836.0,284,6,
Marigold,180,133,Rainy,Temple,23940,4788.0,284,5,6.0
Lavender,217,131,Sunny,Temple,28427,5685.400000000001,284,10,6.0
Zinnia,128,90,Sunny,Special Events,11520,2304.0,277,10,8.0
Lily,172,148,Sunny,Luxury Events,25456,5091.200000000001,280,10,
Lily,223,10,Cloudy,Daily Consumers,2230,446.0,280,7,
Orchid,296,85,Sunny,Festivals,25160,5032.0,289,10,
Marigold,198,247,Cloudy,Luxury Events,48906,9781.2,284,7,
Carnation,198,68,Windy,Luxury Events,13464,2692.8,283,6,
Geranium,170,169,Sunny,Marriage,28730,5746.0,264,10,
Orchid,312,89,Sunny,Festivals,27768,5553.6,289,10,
Dahlia,200,10,Sunny,Special Events,2000,400.0,300,10,8.0
Orchid,299,77,Sunny,Luxury Events,23023,4604.6,289,10,
Sunflower,138,72,Rainy,Daily Consumers,9936,1987.2,257,5,
Gerbera,140,215,Cloudy,Temple,30100,6020.0,242,7,6.0
Calla Lily,300,77,Sunny,High-End Customers,23100,4620.0,298,10,9.0
Zinnia,85,183,Sunny,Corporate Events,15555,3111.0,277,10,7.0
Chrysanthemum,183,79,Rainy,Luxury Events,14457,2891.4,269,5,
Chrysanthemum,172,113,Windy,Weddings,19436,3887.2000000000003,269,6,
Lavender,200,139,Rainy,Daily Consumers,27800,5560.0,284,5,
Rose,132,78,Rainy,High-End Customers,10296,2059.2000000000003,281,5,9.0
Lavender,208,28,Sunny,Weddings,5824,1164.8,284,10,
Gerbera,148,210,Rainy,Weddings,31080,6216.0,242,5,
Calla Lily,224,71,Rainy,Weddings,15904,3180.8,298,5,
Geranium,178,108,Windy,Marriage,19224,3844.8,264,6,
Lily,169,140,Sunny,Festivals,23660,4732.0,280,10,
Jasmine,150,78,Rainy,High-End Customers,11700,2340.0,293,5,9.0
Hibiscus,133,218,Cloudy,Corporate Events,28994,5798.8,273,7,7.0
Geranium,161,85,Rainy,Daily Consumers,13685,2737.0,264,5,
Rose,134,211,Windy,Temple,28274,5654.8,281,6,6.0
Zinnia,129,125,Rainy,Festivals,16125,3225.0,277,5,
Sunflower,148,118,Sunny,Daily Consumers,17464,3492.8,257,10,
Jasmine,138,63,Windy,Daily Consumers,8694,1738.8000000000002,293,6,
Marigold,121,170,Cloudy,High-End Customers,20570,4114.0,284,7,9.0
Zinnia,105,172,Rainy,Festivals,18060,3612.0,277,5,
Chrysanthemum,114,48,Windy,Festivals,5472,1094.4,269,6,
Geranium,122,95,Windy,Festivals,11590,2318.0,264,6,
Hibiscus,87,167,Rainy,Marriage,14529,2905.8,273,5,
Daisy,117,199,Rainy,High-End Customers,23283,4656.6,285,5,9.0
Lavender,231,52,Sunny,Temple,12012,2402.4,284,10,6.0
Lavender,182,10,Windy,Weddings,1820,364.0,284,6,
Gerbera,155,213,Rainy,Luxury Events,33015,6603.0,242,5,
Marigold,153,263,Rainy,Special Events,40239,8047.8,284,5,8.0
Orchid,297,43,Rainy,Corporate Events,12771,2554.2000000000003,289,5,7.0
Orchid,338,10,Windy,Temple,3380,676.0,289,6,6.0
Poppy,259,108,Rainy,High-End Customers,27972,5594.400000000001,284,5,9.0
Daisy,86,204,Rainy,Corporate Events,17544,3508.8,285,5,7.0
Rose,149,162,Rainy,High-End Customers,24138,4827.6,281,5,9.0
Sunflower,118,102,Sunny,Luxury Events,12036,2407.2000000000003,257,10,
Lily,210,122,Sunny,Corporate Events,25620,5124.0,280,10,7.0
Chrysanthemum,124,165,Windy,Corporate Events,20460,4092.0,269,6,7.0
Geranium,144,129,Sunny,Daily Consumers,18576,3715.2000000000003,264,10,
Lily,187,75,Rainy,High-End Customers,14025,2805.0,280,5,9.0
Rose,152,95,Rainy,Temple,14440,2888.0,281,5,6.0
Orchid,311,33,Windy,Festivals,10263,2052.6,289,6,
Dahlia,178,31,Sunny,Weddings,5518,1103.6000000000001,300,10,
Rose,104,168,Rainy,Daily Consumers,17472,3494.4,281,5,
Jasmine,98,111,Windy,Weddings,10878,2175.6,293,6,
Calla Lily,296,10,Sunny,Corporate Events,2960,592.0,298,10,7.0
Daisy,91,217,Sunny,Weddings,19747,3949.4,285,10,
Dahlia,218,55,Cloudy,Temple,11990,2398.0,300,7,6.0
Sunflower,127,42,Sunny,Corporate Events,5334,1066.8,257,10,7.0
Rose,164,153,Windy,Daily Consumers,25092,5018.400000000001,281,6,
Sunflower,176,185,Windy,Weddings,32560,6512.0,257,6,
Jasmine,127,38,Rainy,Marriage,4826,965.2,293,5,
Sunflower,153,41,Sunny,Corporate Events,6273,1254.6000000000001,257,10,7.0
Rose,152,189,Windy,Special Events,28728,5745.6,281,6,8.0
Dahlia,143,51,Windy,Weddings,7293,1458.6000000000001,300,6,
Marigold,147,137,Cloudy,Luxury Events,20139,4027.8,284,7,
Orchid,312,10,Cloudy,Special Events,3120,624.0,289,7,8.0
Chrysanthemum,153,53,Sunny,Festivals,8109,1621.8000000000002,269,10,
Lily,163,98,Windy,Corporate Events,15974,3194.8,280,6,7.0
Rose,150,184,Cloudy,High-End Customers,27600,5520.0,281,7,9.0
Chrysanthemum,136,154,Sunny,Luxury Events,20944,4188.8,269,10,
Jasmine,109,27,Sunny,Weddings,2943,588.6,293,10,
Lily,230,148,Cloudy,Luxury Events,34040,6808.0,280,7,
Poppy,252,10,Sunny,High-End Customers,2520,504.0,284,10,9.0
Geranium,170,80,Cloudy,High-End Customers,13600,2720.0,264,7,9.0
Carnation,191,92,Windy,Weddings,17572,3514.4,283,6,
Hibiscus,117,167,Cloudy,Temple,19539,3907.8,273,7,6.0
Gerbera,81,246,Rainy,Festivals,19926,3985.2000000000003,242,5,
Lavender,198,128,Windy,Luxury Events,25344,5068.8,284,6,
Zinnia,141,182,Windy,Daily Consumers,25662,5132.400000000001,277,6,
Lily,195,81,Rainy,Luxury Events,15795,3159.0,280,5,
Jasmine,135,92,Windy,Festivals,12420,2484.0,293,6,
Gerbera,158,103,Cloudy,Weddings,16274,3254.8,242,7,
Calla Lily,284,10,Cloudy,Marriage,2840,568.0,298,7,
Rose,128,132,Cloudy,High-End Customers,16896,3379.2000000000003,281,7,9.0
Sunflower,131,101,Windy,Special Events,13231,2646.2000000000003,257,6,8.0
Geranium,178,73,Cloudy,Marriage,12994,2598.8,264,7,
Jasmine,122,83,Cloudy,High-End Customers,10126,2025.2,293,7,9.0
Lily,163,16,Rainy,Luxury Events,2608,521.6,280,5,
Orchid,286,48,Windy,Festivals,13728,2745.6000000000004,289,6,
Dahlia,173,83,Cloudy,Weddings,14359,2871.8,300,7,
Calla Lily,252,82,Windy,Temple,20664,4132.8,298,6,6.0
Poppy,212,31,Cloudy,Luxury Events,6572,1314.4,284,7,
Hibiscus,99,188,Rainy,Luxury Events,18612,3722.4,273,5,
Dahlia,173,89,Windy,Luxury Events,15397,3079.4,300,6,
Lavender,228,68,Windy,Daily Consumers,15504,3100.8,284,6,
Sunflower,150,92,Rainy,Festivals,13800,2760.0,257,5,
Geranium,190,55,Windy,High-End Customers,10450,2090.0,264,6,9.0
Rose,146,212,Windy,Weddings,30952,6190.400000000001,281,6,
Orchid,318,10,Rainy,Temple,3180,636.0,289,5,6.0
Marigold,185,256,Cloudy,Weddings,47360,9472.0,284,7,
Poppy,267,10,Windy,Corporate Events,2670,534.0,284,6,7.0
Poppy,206,65,Rainy,Weddings,13390,2678.0,284,5,
Jasmine,85,67,Cloudy,High-End Customers,5695,1139.0,293,7,9.0
Gerbera,123,209,Rainy,Special Events,25707,5141.400000000001,242,5,8.0
Marigold,193,191,Rainy,Weddings,36863,7372.6,284,5,
Dahlia,180,22,Sunny,Daily Consumers,3960,792.0,300,10,
Sunflower,169,40,Windy,Temple,6760,1352.0,257,6,6.0
Hibiscus,85,201,Sunny,Luxury Events,17085,3417.0,273,10,
Lavender,221,14,Rainy,Temple,3094,618.8000000000001,284,5,6.0
Gerbera,128,173,Rainy,Daily Consumers,22144,4428.8,242,5,
Daisy,83,202,Rainy,Festivals,16766,3353.2000000000003,285,5,
Gerbera,144,200,Rainy,Temple,28800,5760.0,242,5,6.0
Dahlia,151,72,Windy,Marriage,10872,2174.4,300,6,
Poppy,212,68,Rainy,Special Events,14416,2883.2000000000003,284,5,8.0
Daisy,114,119,Cloudy,Luxury Events,13566,2713.2000000000003,285,7,
Poppy,225,10,Windy,Special Events,2250,450.0,284,6,8.0
Tulip,262,122,Windy,Luxury Events,31964,6392.8,257,6,
Lily,175,95,Rainy,Marriage,16625,3325.0,280,5,
Lavender,246,93,Cloudy,Weddings,22878,4575.6,284,7,
Poppy,243,32,Cloudy,Temple,7776,1555.2,284,7,6.0
Lily,156,157,Sunny,Temple,24492,4898.400000000001,280,10,6.0
Poppy,210,47,Windy,Festivals,9870,1974.0,284,6,
Rose,135,223,Cloudy,Luxury Events,30105,6021.0,281,7,
Gerbera,96,233,Cloudy,Luxury Events,22368,4473.6,242,7,
Dahlia,168,102,Rainy,Weddings,17136,3427.2000000000003,300,5,
Hibiscus,80,128,Sunny,Marriage,10240,2048.0,273,10,
Geranium,147,180,Rainy,Marriage,26460,5292.0,264,5,
Chrysanthemum,115,70,Cloudy,Marriage,8050,1610.0,269,7,
Lily,220,10,Sunny,Luxury Events,2200,440.0,280,10,
Tulip,248,12,Cloudy,Weddings,2976,595.2,257,7,
Marigold,140,164,Rainy,Weddings,22960,4592.0,284,5,
Geranium,149,101,Windy,Temple,15049,3009.8,264,6,6.0
Gerbera,131,109,Sunny,High-End Customers,14279,2855.8,242,10,9.0
Lavender,171,27,Sunny,Marriage,4617,923.4000000000001,284,10,
Daisy,97,134,Windy,Luxury Events,12998,2599.6000000000004,285,6,
Calla Lily,295,58,Cloudy,Luxury Events,17110,3422.0,298,7,
Hibiscus,105,230,Sunny,Temple,24150,4830.0,273,10,6.0
Carnation,153,83,Windy,Daily Consumers,12699,2539.8,283,6,
Daisy,146,154,Rainy,Temple,22484,4496.8,285,5,6.0
Sunflower,174,164,Cloudy,Corporate Events,28536,5707.200000000001,257,7,7.0
Tulip,294,57,Cloudy,Special Events,16758,3351.6000000000004,257,7,8.0
Daisy,106,213,Sunny,High-End Customers,22578,4515.6,285,10,9.0
Gerbera,146,104,Rainy,Festivals,15184,3036.8,242,5,
Orchid,275,10,Rainy,Temple,2750,550.0,289,5,6.0
Poppy,235,24,Windy,Weddings,5640,1128.0,284,6,
Carnation,164,53,Windy,Luxury Events,8692,1738.4,283,6,
Orchid,291,102,Cloudy,Luxury Events,29682,5936.400000000001,289,7,
Poppy,239,71,Cloudy,Marriage,16969,3393.8,284,7,
Daisy,94,139,Sunny,Festivals,13066,2613.2000000000003,285,10,
Carnation,210,58,Rainy,Temple,12180,2436.0,283,5,6.0
Zinnia,105,203,Cloudy,Corporate Events,21315,4263.0,277,7,7.0
Gerbera,143,198,Windy,Temple,28314,5662.8,242,6,6.0
Jasmine,127,131,Rainy,Corporate Events,16637,3327.4,293,5,7.0
Lily,213,13,Rainy,Daily Consumers,2769,553.8000000000001,280,5,
Sunflower,159,154,Sunny,Daily Consumers,24486,4897.2,257,10,
Poppy,252,28,Cloudy,Corporate Events,7056,1411.2,284,7,7.0
Lavender,216,10,Rainy,High-End Customers,2160,432.0,284,5,9.0
Lily,219,105,Sunny,Luxury Events,22995,4599.0,280,10,
Orchid,300,58,Rainy,Marriage,17400,3480.0,289,5,
Rose,104,160,Cloudy,Special Events,16640,3328.0,281,7,8.0
Lavender,207,78,Sunny,High-End Customers,16146,3229.2000000000003,284,10,9.0
Orchid,284,10,Windy,Festivals,2840,568.0,289,6,
Lavender,184,12,Cloudy,Corporate Events,2208,441.6,284,7,7.0
Carnation,208,137,Cloudy,Weddings,28496,5699.200000000001,283,7,
Marigold,142,254,Rainy,Temple,36068,7213.6,284,5,6.0
Marigold,153,226,Sunny,Daily Consumers,34578,6915.6,284,10,
Carnation,166,87,Windy,Corporate Events,14442,2888.4,283,6,7.0
Sunflower,105,85,Windy,Special Events,8925,1785.0,257,6,8.0
Zinnia,109,196,Windy,Marriage,21364,4272.8,277,6,
Hibiscus,81,88,Sunny,Festivals,7128,1425.6000000000001,273,10,
Dahlia,153,103,Windy,Weddings,15759,3151.8,300,6,
Zinnia,78,179,Cloudy,High-End Customers,13962,2792.4,277,7,9.0
Lavender,240,10,Windy,Festivals,2400,480.0,284,6,
Rose,164,225,Windy,Luxury Events,36900,7380.0,281,6,
Gerbera,87,106,Cloudy,Special Events,9222,1844.4,242,7,8.0
Zinnia,132,154,Sunny,Temple,20328,4065.6000000000004,277,10,6.0
Lavender,196,124,Windy,Weddings,24304,4860.8,284,6,
Marigold,185,275,Sunny,Luxury Events,50875,10175.0,284,10,
Daisy,130,135,Sunny,Temple,17550,3510.0,285,10,6.0
Carnation,149,130,Rainy,Festivals,19370,3874.0,283,5,
Sunflower,172,151,Sunny,Daily Consumers,25972,5194.400000000001,257,10,
Geranium,176,31,Windy,Weddings,5456,1091.2,264,6,
Jasmine,111,128,Sunny,Corporate Events,14208,2841.6000000000004,293,10,7.0
Jasmine,73,40,Windy,Special Events,2920,584.0,293,6,8.0
Tulip,297,114,Windy,High-End Customers,33858,6771.6,257,6,9.0
Tulip,275,100,Sunny,Special Events,27500,5500.0,257,10,8.0
Chrysanthemum,159,74,Cloudy,Temple,11766,2353.2000000000003,269,7,6.0
Rose,157,123,Cloudy,High-End Customers,19311,3862.2000000000003,281,7,9.0
Tulip,278,129,Windy,Daily Consumers,35862,7172.400000000001,257,6,
Dahlia,154,10,Windy,Festivals,1540,308.0,300,6,
Dahlia,171,14,Rainy,Marriage,2394,478.8,300,5,
Daisy,92,191,Sunny,Temple,17572,3514.4,285,10,6.0
Carnation,197,168,Windy,Luxury Events,33096,6619.200000000001,283,6,
Hibiscus,93,229,Rainy,Special Events,21297,4259.400000000001,273,5,8.0
Marigold,146,192,Cloudy,Weddings,28032,5606.400000000001,284,7,
Tulip,249,77,Cloudy,Festivals,19173,3834.6000000000004,257,7,
Lily,156,45,Rainy,Daily Consumers,7020,1404.0,280,5,
Gerbera,88,213,Rainy,Luxury Events,18744,3748.8,242,5,
Dahlia,140,135,Rainy,Luxury Events,18900,3780.0,300,5,
Daisy,90,181,Rainy,High-End Customers,16290,3258.0,285,5,9.0
Carnation,154,149,Sunny,High-End Customers,22946,4589.2,283,10,9.0
Calla Lily,220,130,Sunny,Daily Consumers,28600,5720.0,298,10,
Lily,180,123,Windy,Luxury Events,22140,4428.0,280,6,
Sunflower,117,60,Sunny,Weddings,7020,1404.0,257,10,
Carnation,197,135,Windy,Daily Consumers,26595,5319.0,283,6,
Chrysanthemum,129,54,Rainy,Temple,6966,1393.2,269,5,6.0
Marigold,177,123,Cloudy,Special Events,21771,4354.2,284,7,8.0
Hibiscus,137,86,Rainy,Festivals,11782,2356.4,273,5,
Carnation,206,133,Sunny,High-End Customers,27398,5479.6,283,10,9.0
Sunflower,117,58,Windy,Special Events,6786,1357.2,257,6,8.0
Hibiscus,85,187,Cloudy,Marriage,15895,3179.0,273,7,
Carnation,147,141,Cloudy,Special Events,20727,4145.400000000001,283,7,8.0
Poppy,223,112,Sunny,High-End Customers,24976,4995.200000000001,284,10,9.0
Daisy,97,93,Sunny,Luxury Events,9021,1804.2,285,10,
Calla Lily,277,126,Rainy,Daily Consumers,34902,6980.400000000001,298,5,
Chrysanthemum,143,35,Rainy,Weddings,5005,1001.0,269,5,
Rose,159,167,Rainy,Temple,26553,5310.6,281,5,6.0
Lavender,194,49,Cloudy,Festivals,9506,1901.2,284,7,
Poppy,195,83,Windy,Special Events,16185,3237.0,284,6,8.0
Poppy,226,79,Sunny,Marriage,17854,3570.8,284,10,
Dahlia,216,10,Cloudy,Corporate Events,2160,432.0,300,7,7.0
Marigold,135,184,Sunny,High-End Customers,24840,4968.0,284,10,9.0
Carnation,180,95,Sunny,Temple,17100,3420.0,283,10,6.0
Calla Lily,237,120,Cloudy,Special Events,28440,5688.0,298,7,8.0
Gerbera,82,258,Windy,Festivals,21156,4231.2,242,6,
Marigold,153,280,Sunny,Corporate Events,42840,8568.0,284,10,7.0
Dahlia,199,17,Sunny,Marriage,3383,676.6,300,10,
Lily,230,30,Cloudy,Weddings,6900,1380.0,280,7,
Hibiscus,96,146,Cloudy,Daily Consumers,14016,2803.2000000000003,273,7,
Rose,161,173,Windy,Weddings,27853,5570.6,281,6,
Lily,174,120,Rainy,Festivals,20880,4176.0,280,5,
Dahlia,207,138,Windy,Weddings,28566,5713.200000000001,300,6,
Daisy,81,63,Sunny,Temple,5103,1020.6,285,10,6.0
Rose,111,109,Sunny,Weddings,12099,2419.8,281,10,
Dahlia,157,67,Windy,Temple,10519,2103.8,300,6,6.0
Geranium,182,158,Windy,High-End Customers,28756,5751.200000000001,264,6,9.0
Orchid,303,10,Cloudy,Daily Consumers,3030,606.0,289,7,
Calla Lily,232,45,Rainy,Marriage,10440,2088.0,298,5,
Carnation,184,177,Windy,Daily Consumers,32568,6513.6,283,6,
Jasmine,98,165,Windy,Temple,16170,3234.0,293,6,6.0
Sunflower,139,64,Cloudy,Luxury Events,8896,1779.2,257,7,
Geranium,137,37,Rainy,Festivals,5069,1013.8000000000001,264,5,
Calla Lily,274,114,Windy,Festivals,31236,6247.200000000001,298,6,
Rose,119,168,Rainy,Festivals,19992,3998.4,281,5,
Lily,180,158,Sunny,Daily Consumers,28440,5688.0,280,10,
Lily,159,12,Rainy,Temple,1908,381.6,280,5,6.0
Rose,107,110,Rainy,Daily Consumers,11770,2354.0,281,5,
Geranium,139,74,Sunny,High-End Customers,10286,2057.2000000000003,264,10,9.0
Carnation,171,155,Cloudy,Corporate Events,26505,5301.0,283,7,7.0
Gerbera,103,192,Rainy,Temple,19776,3955.2000000000003,242,5,6.0
Zinnia,116,141,Cloudy,Marriage,16356,3271.2000000000003,277,7,
Hibiscus,140,163,Cloudy,Festivals,22820,4564.0,273,7,
Chrysanthemum,113,145,Sunny,Corporate Events,16385,3277.0,269,10,7.0
Lavender,228,80,Rainy,Weddings,18240,3648.0,284,5,
Poppy,227,10,Sunny,Marriage,2270,454.0,284,10,
Geranium,146,52,Windy,Weddings,7592,1518.4,264,6,
Lavender,177,109,Windy,Daily Consumers,19293,3858.6000000000004,284,6,
Orchid,336,10,Windy,Weddings,3360,672.0,289,6,
Poppy,197,76,Cloudy,Festivals,14972,2994.4,284,7,
Dahlia,162,102,Sunny,Luxury Events,16524,3304.8,300,10,
Poppy,263,59,Rainy,Luxury Events,15517,3103.4,284,5,
Calla Lily,231,32,Cloudy,Weddings,7392,1478.4,298,7,
Calla Lily,228,77,Rainy,Festivals,17556,3511.2000000000003,298,5,
Tulip,224,109,Rainy,Festivals,24416,4883.2,257,5,
Lavender,243,10,Rainy,Daily Consumers,2430,486.0,284,5,
Dahlia,162,115,Windy,Corporate Events,18630,3726.0,300,6,7.0
Jasmine,71,98,Rainy,Marriage,6958,1391.6000000000001,293,5,
Dahlia,209,55,Sunny,Marriage,11495,2299.0,300,10,
Calla Lily,270,80,Cloudy,Corporate Events,21600,4320.0,298,7,7.0
Hibiscus,88,102,Rainy,Weddings,8976,1795.2,273,5,
Hibiscus,69,120,Sunny,Daily Consumers,8280,1656.0,273,10,
Zinnia,117,177,Windy,Temple,20709,4141.8,277,6,6.0
Lavender,229,37,Cloudy,Marriage,8473,1694.6000000000001,284,7,
Marigold,120,196,Windy,Corporate Events,23520,4704.0,284,6,7.0
Chrysanthemum,144,149,Cloudy,High-End Customers,21456,4291.2,269,7,9.0
Hibiscus,139,108,Cloudy,Marriage,15012,3002.4,273,7,
Chrysanthemum,130,50,Rainy,High-End Customers,6500,1300.0,269,5,9.0
Zinnia,111,53,Sunny,High-End Customers,5883,1176.6000000000001,277,10,9.0
Lily,216,20,Cloudy,Marriage,4320,864.0,280,7,
Daisy,150,118,Cloudy,Special Events,17700,3540.0,285,7,8.0
Dahlia,145,83,Sunny,Corporate Events,12035,2407.0,300,10,7.0
Sunflower,166,162,Cloudy,Luxury Events,26892,5378.400000000001,257,7,
Orchid,289,26,Cloudy,Corporate Events,7514,1502.8000000000002,289,7,7.0
Carnation,171,159,Sunny,Corporate Events,27189,5437.8,283,10,7.0
Marigold,135,186,Sunny,Daily Consumers,25110,5022.0,284,10,
Tulip,259,51,Rainy,Weddings,13209,2641.8,257,5,
Tulip,227,101,Rainy,High-End Customers,22927,4585.400000000001,257,5,9.0
Dahlia,214,48,Rainy,High-End Customers,10272,2054.4,300,5,9.0
Tulip,297,44,Rainy,Corporate Events,13068,2613.6000000000004,257,5,7.0
Lily,223,67,Sunny,High-End Customers,14941,2988.2000000000003,280,10,9.0
Carnation,155,110,Rainy,Temple,17050,3410.0,283,5,6.0
Calla Lily,257,10,Rainy,Luxury Events,2570,514.0,298,5,
Zinnia,144,168,Sunny,High-End Customers,24192,4838.400000000001,277,10,9.0
Geranium,156,70,Sunny,Weddings,10920,2184.0,264,10,
Lavender,197,122,Rainy,Temple,24034,4806.8,284,5,6.0
Geranium,177,82,Cloudy,Festivals,14514,2902.8,264,7,
Daisy,116,220,Windy,Corporate Events,25520,5104.0,285,6,7.0
Marigold,189,227,Rainy,Temple,42903,8580.6,284,5,6.0
Lavender,239,94,Cloudy,Festivals,22466,4493.2,284,7,
Daisy,116,184,Rainy,Luxury Events,21344,4268.8,285,5,
Chrysanthemum,177,51,Rainy,Marriage,9027,1805.4,269,5,
Marigold,153,263,Rainy,Corporate Events,40239,8047.8,284,5,7.0
Sunflower,140,106,Windy,Marriage,14840,2968.0,257,6,
Chrysanthemum,123,24,Rainy,Daily Consumers,2952,590.4,269,5,
Poppy,201,95,Windy,Marriage,19095,3819.0,284,6,
Marigold,136,157,Windy,Daily Consumers,21352,4270.400000000001,284,6,
Geranium,184,151,Cloudy,Temple,27784,5556.8,264,7,6.0
Lavender,202,49,Sunny,Weddings,9898,1979.6000000000001,284,10,
Lavender,181,10,Windy,Weddings,1810,362.0,284,6,
Carnation,150,174,Rainy,Temple,26100,5220.0,283,5,6.0
Daisy,122,184,Windy,Daily Consumers,22448,4489.6,285,6,
Zinnia,134,115,Cloudy,Special Events,15410,3082.0,277,7,8.0
Jasmine,138,24,Sunny,Luxury Events,3312,662.4000000000001,293,10,
Daisy,146,130,Cloudy,Corporate Events,18980,3796.0,285,7,7.0
Zinnia,87,107,Sunny,Luxury Events,9309,1861.8000000000002,277,10,
Hibiscus,72,221,Windy,Marriage,15912,3182.4,273,6,
Calla Lily,299,10,Rainy,Corporate Events,2990,598.0,298,5,7.0
Calla Lily,237,105,Cloudy,Corporate Events,24885,4977.0,298,7,7.0
Rose,124,80,Rainy,Festivals,9920,1984.0,281,5,
Hibiscus,140,104,Windy,Daily Consumers,14560,2912.0,273,6,
Hibiscus,116,235,Rainy,Corporate Events,27260,5452.0,273,5,7.0
Marigold,173,280,Windy,Marriage,48440,9688.0,284,6,
Poppy,214,107,Sunny,Special Events,22898,4579.6,284,10,8.0
Sunflower,171,143,Windy,Special Events,24453,4890.6,257,6,8.0
Lily,219,47,Cloudy,Temple,10293,2058.6,280,7,6.0
Daisy,148,205,Sunny,Marriage,30340,6068.0,285,10,
Gerbera,114,205,Rainy,Daily Consumers,23370,4674.0,242,5,
